"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","score1","score2","score3","score4","score5"
7,0.29,0.54,10.70,0.046,59,-,0.9966,3.05,0.61,9.5,3,3,4,4,3
6.6,0.19,0.41,8.90,0.046,51,169,0.9954,3.14,0.57,9.8,4,6,7,5,5
6.7,0.2,0.41,11.88,0.044,50,-,0.9954,3.14,0.58,9.8,7,5,6,7,6
7.7,0.26,0.4,1.23,0.042,-,60,0.9915,2.89,0.5,10.6,4,5,4,5,4
6.8,0.32,0.34,1.20,0.044,-,67,0.9919,3.05,0.47,10.6,2,1,2,3,3
7,0.3,0.49,9.56,0.036,17,105,0.9916,3.26,0.68,12.4,9,6,6,8,8
7,0.24,0.36,8.31,0.034,-,-,0.99,3.19,0.38,12.6,9,9,9,9,9
6.1,0.31,0.58,9.92,0.039,36,114,0.9909,3.3,0.6,12.3,9,9,9,9,9
6.8,0.44,0.37,5.10,0.047,-,201,0.9938,3.08,0.65,10.5,3,1,2,3,1
6.7,0.34,0.3,15.61,0.054,51,196,0.9982,3.19,0.49,9.3,4,4,4,5,5
7.1,0.35,0.24,15.40,0.055,46,198,0.9988,3.12,0.49,8.8,2,5,3,5,4
7.3,0.32,0.25,7.20,0.056,-,180,0.9961,3.08,0.47,8.8,4,5,4,3,5
6.5,0.28,0.33,17.51,0.053,51,190,0.9978,3.22,0.51,9.7,6,6,5,5,5
7.2,0.23,0.39,17.77,0.058,49,192,0.9979,2.98,0.48,9,8,8,7,8,8
7.2,0.23,0.39,18.63,0.058,49,-,0.9979,2.98,0.48,9,9,8,7,9,6
7.2,0.23,0.39,16.60,0.058,-,192,0.9979,2.98,0.48,9,7,8,7,9,9
7.2,0.23,0.39,17.83,0.058,-,192,0.9979,2.98,0.48,9,8,8,6,8,8
5.9,0.15,0.31,8.75,0.041,53,155,0.9945,3.52,0.46,10.5,7,8,6,6,5
7.4,0.28,0.42,19.80,0.066,53,195,1,2.96,0.44,9.1,3,5,4,5,6
6.2,0.28,0.22,11.31,0.041,26,157,0.9957,3.44,0.64,9.8,8,8,9,9,8
9.1,0.59,0.38,1.60,0.066,34,-,0.9968,3.23,0.38,8.5,1,1,1,1,2
6.3,0.33,0.27,3.22,0.046,-,175,0.9934,3.37,0.54,9.4,6,6,6,6,7
8.3,0.39,0.7,10.60,0.045,33,169,0.9976,3.09,0.57,9.4,4,4,1,3,6
7.2,0.19,0.46,5.15,0.041,-,187,0.9932,3.19,0.6,11.2,6,8,7,7,9
7.5,0.17,0.44,13.43,0.046,65,146,0.997,3.17,0.45,10,6,5,8,7,6
6.7,0.17,0.5,5.40,0.043,27,122,0.9923,3.15,0.45,10.3,8,6,7,7,6
6.1,0.41,0,2.78,0.063,36,87,0.9914,3.27,0.67,10.8,5,6,5,6,8
8.3,0.2,0.35,2.30,0.05,-,-,0.992,3.13,0.38,10.5,6,5,7,6,6
6.1,0.41,0,5.02,0.063,-,87,0.9914,3.27,0.67,10.8,8,7,5,8,7
6,0.29,0.21,4.11,0.055,42,168,0.9914,3.32,0.43,11.1,7,8,7,7,5
7.3,0.41,0.24,7.52,0.057,41,163,0.9949,3.2,0.41,9.9,5,5,7,5,8
7.3,0.41,0.24,8.71,0.057,41,163,0.9949,3.2,0.41,9.9,6,7,4,8,9
7.2,0.43,0.24,6.70,0.058,40,163,0.995,3.2,0.41,9.9,3,4,6,4,4
7.3,0.4,0.24,8.08,0.058,41,166,0.995,3.2,0.41,9.9,6,7,6,6,6
6.2,0.33,0.27,8.74,0.036,-,134,0.9927,3.2,0.42,10.4,8,8,8,9,8
6.2,0.31,0.26,7.50,0.037,36,148,0.9928,3.21,0.41,10.4,7,7,5,5,4
6.1,0.36,0.27,4.71,0.035,-,100,0.9917,3.4,0.71,11.5,7,8,7,9,8
5,0.55,0.14,15.12,0.032,-,-,0.9918,3.53,0.51,12.5,9,9,9,9,9
7.8,0.25,0.41,5.92,0.042,37,-,0.9954,3.36,0.45,10,6,6,6,5,7
5.7,0.36,0.21,9.96,0.038,51,166,0.9941,3.29,0.63,10,7,5,6,5,5
5.8,0.34,0.21,6.60,0.04,50,167,0.9941,3.29,0.62,10,3,4,4,4,5
6.8,0.28,0.6,3.46,0.132,42,-,0.9934,3.09,0.44,9.1,7,4,7,6,7
6.8,0.25,0.34,8.33,0.031,-,-,0.9927,3.21,0.38,10.6,8,6,6,7,6
6.6,0.24,0.35,7.89,0.031,36,-,0.9938,3.19,0.37,10.5,4,5,5,4,3
5.9,0.3,0.47,9.55,0.03,19,133,0.9933,3.52,0.43,11.5,6,8,8,8,9
6.1,0.125,0.25,4.52,0.04,10,69,0.9934,3.54,0.59,10.1,5,6,7,7,6
6,0.1,0.24,5.57,0.041,15,65,0.9927,3.61,0.61,10.3,9,8,8,8,8
6.6,0.24,0.35,8.10,0.031,36,135,0.9938,3.19,0.37,10.5,4,3,3,4,5
6.8,0.25,0.34,6.73,0.031,34,134,0.9927,3.21,0.38,10.6,6,5,6,5,6
6.8,0.28,0.44,11.98,0.031,-,137,0.9946,3.16,0.36,10.4,7,5,4,7,6
8.3,0.41,0.51,3.23,0.046,-,207,0.993,3.02,0.55,11.4,5,3,4,4,4
7.5,0.27,0.31,6.65,0.057,131,313,0.9946,3.18,0.59,10.5,5,3,3,3,4
7.9,0.26,0.41,15.96,0.04,38,216,0.9976,2.96,0.6,10,5,7,6,7,5
6.4,0.34,0.23,10.69,0.039,37,143,0.9944,3.19,0.65,10,9,6,4,4,6
6.5,0.28,0.35,16.46,0.042,55,195,0.9978,3.23,0.5,9.6,5,8,6,6,5
7.2,0.21,0.41,1.84,0.036,33,85,0.992,3.17,0.51,10.4,5,4,4,4,1
6.4,0.32,0.35,9.96,0.03,34,101,0.9912,3.36,0.6,12.5,9,9,9,9,9
6.8,0.24,0.34,4.60,0.032,37,135,0.9927,3.2,0.39,10.6,4,4,5,5,5
6.3,0.23,0.3,2.35,0.033,16,91,0.9906,3.28,0.4,11.8,5,6,5,5,6
6.5,0.28,0.34,10.73,0.038,30,133,0.9954,3.11,0.44,9.8,5,5,6,5,4
5.6,0.26,0.26,6.71,0.031,12,-,0.9923,3.25,0.38,10.8,5,4,5,6,1
6.3,0.23,0.3,3.00,0.033,16,91,0.9906,3.28,0.4,11.8,5,5,6,6,5
6.3,0.23,0.33,4.09,0.036,15,105,0.991,3.32,0.42,11.2,7,7,5,6,6
5.8,0.27,0.27,15.81,0.045,55,170,0.9972,3.28,0.42,9.3,8,4,7,6,4
5.9,0.26,0.4,2.66,0.047,12,139,0.9945,3.45,0.53,10.4,5,3,4,4,5
6.6,0.18,0.35,5.14,0.049,49,141,0.9934,3.43,0.85,10.2,8,8,8,8,7
7.4,0.2,0.43,8.71,0.045,27,153,0.9964,3.19,0.55,9,5,8,8,6,7
8,0.24,0.36,3.05,0.047,17,-,0.9948,3.2,0.54,10,6,8,4,5,6
6.4,0.26,0.42,12.91,0.044,30,140,0.9962,3.18,0.47,9.1,7,5,6,7,6
5.4,0.31,0.47,3.78,0.053,46,144,0.9931,3.29,0.76,10,5,5,4,5,4
5.4,0.29,0.47,4.41,0.052,47,145,0.993,3.29,0.75,10,6,6,8,6,5
7.1,0.145,0.33,7.84,0.05,33,131,0.9942,3.28,0.4,9.6,7,6,6,6,5
5.6,0.34,0.1,5.20,0.031,20,68,0.9906,3.36,0.51,11.2,8,6,9,8,9
6.7,0.19,0.41,16.18,0.056,-,155,0.9995,3.2,0.44,8.8,5,6,6,7,7
7.8,0.18,0.46,14.93,0.052,38,118,0.998,3.15,0.5,10,6,7,6,6,8
7.6,0.17,0.45,11.62,0.054,-,137,0.997,3.15,0.47,10,4,3,4,5,5
6.3,0.12,0.36,6.12,0.044,47,146,0.9914,3.27,0.74,11.4,8,9,6,9,8
7.3,0.33,0.4,10.62,0.038,32,-,0.992,3.03,0.3,11.9,8,8,9,8,8
5.5,0.335,0.3,4.92,0.071,27,128,0.9924,3.14,0.51,9.6,7,6,9,5,6
7.3,0.33,0.4,11.87,0.038,32,138,0.992,3.03,0.3,11.9,9,9,7,8,9
5.8,0.4,0.42,4.55,0.047,-,-,0.9937,3.25,0.57,9.6,4,4,5,5,7
7.3,0.22,0.37,15.40,0.063,48,191,0.9978,2.89,0.38,9,5,7,7,5,6
7.3,0.22,0.37,15.59,0.063,48,191,0.9978,2.89,0.38,9,5,7,6,5,6
6.1,0.36,0.33,3.47,0.05,24,169,0.9927,3.15,0.78,9.5,7,6,6,5,7
10,0.2,0.39,4.07,0.05,19,152,0.994,3,0.42,10.4,7,5,6,6,8
6.9,0.24,0.34,6.37,0.04,43,-,0.9935,3.2,0.59,10.6,6,5,5,7,5
6.4,0.24,0.32,18.23,0.047,54,162,0.9968,3.28,0.5,10.2,8,8,4,5,8
7.1,0.365,0.14,1.20,0.055,-,84,0.9941,3.15,0.43,8.9,3,4,4,3,4
6.8,0.15,0.3,7.46,0.05,-,-,0.9942,3.4,0.39,9.7,6,6,5,8,6
7.3,0.22,0.37,16.84,0.063,48,191,0.9978,2.89,0.38,9,7,6,6,5,5
6.8,0.16,0.4,6.19,0.037,-,102,0.9923,3.49,0.42,11.4,8,8,8,8,6
6,0.26,0.32,6.85,0.028,29,113,0.9912,3.4,0.71,12.3,8,6,9,7,8
6,0.18,0.27,5.01,0.089,40,143,0.9923,3.49,0.62,10.8,8,8,6,7,6
6.9,0.33,0.21,2.84,0.053,39,148,0.9927,3.12,0.45,9.4,6,7,7,5,5
7.7,0.29,0.48,4.37,0.049,36,-,0.9931,3.17,0.64,10.6,6,5,6,6,4
7.1,0.39,0.35,13.63,0.044,26,72,0.9941,3.17,0.29,11.6,5,2,5,4,4
6.9,0.33,0.21,4.47,0.053,-,148,0.9927,3.12,0.45,9.4,8,6,7,6,6
7.7,0.29,0.48,4.89,0.049,-,178,0.9931,3.17,0.64,10.6,7,7,5,6,6
6.6,0.905,0.19,2.14,0.048,17,204,0.9934,3.34,0.56,10,5,5,4,3,4
7.2,0.27,0.27,6.07,0.048,30,-,0.9936,3.1,0.51,9.2,8,7,6,5,7
5.1,0.33,0.22,4.09,0.027,18,89,0.9893,3.51,0.38,12.5,7,8,9,8,6
5.1,0.33,0.22,6.39,0.027,18,89,0.9893,3.51,0.38,12.5,9,7,8,6,7
6.4,0.31,0.28,4.56,0.037,12,119,0.9919,3.32,0.51,10.4,7,9,6,7,9
7.3,0.2,0.44,4.13,0.045,21,98,0.9924,3.15,0.46,10,7,9,7,7,9
5.7,0.32,0.5,4.23,0.049,17,155,0.9927,3.22,0.64,10,6,6,6,5,6
6.4,0.31,0.28,6.19,0.037,-,119,0.9919,3.32,0.51,10.4,9,8,8,8,8
7.3,0.2,0.44,4.68,0.045,21,98,0.9924,3.15,0.46,10,8,7,8,5,9
7.2,0.28,0.26,14.19,0.046,48,179,0.9975,3.1,0.52,9,6,7,7,6,6
7.5,0.35,0.28,11.24,0.051,26,-,0.9969,3.12,0.53,9.2,6,7,8,7,4
7.2,0.27,0.27,5.54,0.048,30,-,0.9936,3.1,0.51,9.2,7,6,6,8,7
6,0.36,0.39,8.33,0.027,20,125,0.991,3.38,0.39,11.3,9,6,7,9,7
5.1,0.33,0.22,6.81,0.027,18,-,0.9893,3.51,0.38,12.5,9,8,7,8,9
5,0.17,0.56,4.94,0.026,-,115,0.9906,3.48,0.39,10.8,8,9,9,8,8
6.3,0.39,0.35,5.90,0.04,-,260,0.9941,3.12,0.66,10.1,4,4,4,2,4
6.7,0.21,0.32,7.05,0.047,29,140,0.995,3.39,0.46,9.7,6,5,5,7,7
7,0.3,0.38,18.71,0.032,60,181,0.9983,3.18,0.61,9.3,8,9,7,9,6
7,0.3,0.38,17.79,0.032,60,181,0.9983,3.18,0.61,9.3,7,8,8,9,9
6.5,0.36,0.32,1.10,0.031,13,-,0.9916,3.1,0.46,10.6,3,5,5,3,5
6.1,0.55,0.15,10.45,0.031,19,125,0.9957,3.36,0.47,10.2,5,5,7,6,5
7.3,0.24,0.43,2.00,0.021,-,69,0.99,3.08,0.56,12.2,4,6,6,5,7
6.8,0.37,0.51,12.00,0.044,62,163,0.9976,3.19,0.44,8.8,4,2,5,4,4
6.8,0.27,0.12,1.78,0.04,87,-,0.992,3.18,0.41,10,4,5,4,5,4
8.2,0.28,0.42,2.87,0.031,30,-,0.9917,3.09,0.39,11.4,5,6,4,4,5
6.3,0.2,0.4,3.55,0.037,35,107,0.9917,3.46,0.5,11.4,6,6,6,6,4
5.9,0.26,0.27,19.00,0.048,52,-,0.9993,3.35,0.44,9.4,5,3,5,4,4
6.4,0.19,0.42,5.74,0.032,32,83,0.9908,3.3,0.41,11.7,7,6,6,5,6
6.3,0.2,0.4,4.02,0.037,35,-,0.9917,3.46,0.5,11.4,7,5,7,7,5
6.8,0.37,0.51,11.80,0.044,62,-,0.9976,3.19,0.44,8.8,4,3,4,6,2
6.1,0.35,0.07,1.40,0.069,22,-,0.9934,3.23,0.52,9.2,1,3,6,3,3
7.1,0.27,0.31,19.40,0.046,55,252,1,3.07,0.56,8.7,5,6,5,3,5
6.8,0.22,0.31,7.73,0.035,-,170,0.9918,3.24,0.66,12.6,6,7,6,7,7
6.8,0.27,0.12,1.30,0.04,87,168,0.992,3.18,0.41,10,4,3,3,6,3
5.8,0.28,0.34,7.78,0.031,40,99,0.9896,3.39,0.39,12.8,8,7,8,7,8
6.9,0.49,0.24,1.41,0.049,-,125,0.9932,3.17,0.51,9.4,4,4,4,4,4
6.3,0.14,0.39,3.27,0.044,26,116,0.992,3.26,0.53,10.3,6,5,6,7,8
8.2,0.28,0.42,2.16,0.031,-,-,0.9917,3.09,0.39,11.4,4,4,5,3,3
7.2,0.25,0.39,20.74,0.038,42,-,0.9999,2.97,0.47,9,6,5,7,6,7
7.3,0.28,0.36,15.37,0.04,38,140,0.998,3.3,0.79,9.6,7,5,5,6,4
7.2,0.19,0.39,1.20,0.036,32,85,0.9918,3.16,0.5,10.5,3,5,4,4,5
7.2,0.19,0.39,1.20,0.036,32,85,0.9918,3.16,0.5,10.5,4,3,4,4,4
7.2,0.25,0.39,19.71,0.038,42,-,0.9999,2.97,0.47,9,5,6,6,6,6
7.3,0.28,0.36,14.31,0.04,38,140,0.998,3.3,0.79,9.6,6,8,6,6,6
7.4,0.21,0.27,3.07,0.041,27,99,0.9927,3.19,0.33,9.8,6,6,6,7,6
6.8,0.26,0.22,7.90,0.047,57,-,0.9959,3.1,0.47,9,4,5,3,5,6
7.4,0.21,0.27,3.08,0.041,27,99,0.9927,3.19,0.33,9.8,6,7,7,9,5
7.4,0.31,0.28,3.92,0.05,33,137,0.9929,3.31,0.56,10.5,7,6,6,8,5
7,0.22,0.31,7.03,0.03,41,136,0.9898,3.16,0.37,12.7,9,8,7,6,7
7,0.21,0.28,10.32,0.045,-,222,0.9954,3.25,0.54,10.4,6,7,6,9,7
7,0.21,0.28,12.72,0.045,-,221,0.9954,3.25,0.54,10.4,8,7,5,5,5
7,0.21,0.28,10.43,0.045,37,221,0.9954,3.25,0.54,10.4,6,4,5,6,7
6.9,0.23,0.38,12.41,0.047,47,162,0.9954,3.34,0.52,10.5,9,8,8,8,7
7,0.21,0.28,12.05,0.045,37,222,0.9954,3.25,0.54,10.4,8,5,6,5,5
7,0.21,0.28,9.93,0.045,37,221,0.9954,3.25,0.54,10.4,6,5,6,3,5
6.8,0.29,0.5,14.32,0.053,48,194,0.9974,3.09,0.45,9.4,5,3,3,4,4
7.8,0.21,0.27,1.20,0.051,20,89,0.9936,3.06,0.46,9.1,4,4,5,4,3
7.1,0.31,0.47,13.60,0.056,-,197,0.9978,3.1,0.49,9.3,3,5,3,4,4
6.8,0.29,0.5,14.06,0.053,-,194,0.9974,3.09,0.45,9.4,5,6,4,4,4
6.4,0.34,0.1,1.49,0.048,-,84,0.9927,3.21,0.38,9.8,4,3,5,3,4
7.4,0.155,0.34,4.91,0.045,73.5,214,0.9934,3.18,0.61,9.9,7,8,8,6,8
7.2,0.55,0.09,1.50,0.108,16,151,0.9938,3.07,0.57,9.2,2,2,2,2,1
7,0.23,0.36,13.81,0.028,31,104,0.9922,3.35,0.47,12.1,9,9,9,9,9
6.9,0.2,0.37,10.00,0.027,24,-,0.992,3.38,0.49,12.2,8,5,7,6,7
6.1,0.28,0.32,3.64,0.042,23,218.5,0.9935,3.27,0.6,9.8,5,4,4,4,4
6.6,0.16,0.32,6.09,0.035,49,186,0.9906,3.35,0.64,12.4,9,9,9,9,9
7.4,0.155,0.34,5.44,0.045,73.5,-,0.9934,3.18,0.61,9.9,8,8,8,7,8
6.2,0.35,0.04,1.73,0.06,23,108,0.9934,3.26,0.54,9.2,5,6,4,6,4
6.7,0.22,0.37,4.85,0.028,24,102,0.9913,3.29,0.59,11.6,8,7,6,7,9
6.1,0.38,0.2,7.72,0.033,25,-,0.9938,3.3,0.69,10.4,5,7,6,7,5
6,0.25,0.28,6.48,0.026,54,-,0.9898,3.43,0.65,12.9,9,8,9,9,9
6.6,0.52,0.44,14.46,0.048,54,245,0.9975,3.26,0.54,9.3,6,6,6,6,5
6.9,0.24,0.36,22.76,0.031,40,-,0.9975,3.2,0.33,11,6,5,5,6,7
7.1,0.32,0.32,11.00,0.038,16,66,0.9937,3.24,0.4,11.5,1,1,1,1,2
5.8,0.28,0.27,2.60,0.054,30,156,0.9914,3.53,0.42,12.4,2,3,4,4,5
6.5,0.41,0.24,17.36,0.048,-,113,0.9982,3.44,0.53,9.8,8,7,5,5,7
6.5,0.41,0.24,17.52,0.048,24,113,0.9982,3.44,0.53,9.8,8,6,5,5,5
6.4,0.28,0.29,5.28,0.052,-,127,0.9929,3.48,0.56,10.5,8,8,9,9,8
7.2,0.6,0.2,10.44,0.07,21,-,0.9971,3.03,0.54,9.1,5,3,5,6,4
6.1,0.2,0.25,2.26,0.038,-,128,0.9921,3.24,0.44,10.1,5,5,4,5,5
5.9,0.46,0.14,4.44,0.042,27,160,0.9931,3.46,0.51,10.6,6,7,9,9,8
6,0.27,0.27,4.12,0.046,32,113,0.9924,3.41,0.51,10.5,7,7,8,7,8
6.4,0.28,0.29,3.86,0.052,34,127,0.9929,3.48,0.56,10.5,7,7,9,9,9
6.4,0.41,0.24,18.17,0.048,24,-,0.9982,3.44,0.53,9.8,8,6,7,6,4
6.3,0.23,0.31,5.63,0.022,11,-,0.9892,3.3,0.4,12.9,9,6,9,9,9
7.1,0.21,0.27,8.60,0.056,26,111,0.9956,2.95,0.52,9.5,3,6,3,6,4
6,0.37,0.32,3.75,0.053,31,-,0.9924,3.29,0.72,9.8,7,6,5,6,5
6.1,0.43,0.35,9.10,0.059,83,249,0.9971,3.37,0.5,8.5,4,3,5,4,4
7.1,0.21,0.27,9.12,0.056,26,111,0.9956,2.95,0.52,9.5,5,2,4,4,4
7,0.25,0.29,15.20,0.047,40,171,0.9982,3.22,0.45,9.3,3,6,3,4,4
5.9,0.25,0.19,14.31,0.047,50,-,0.9973,3.35,0.38,9.5,6,4,6,5,4
6.8,0.32,0.21,3.90,0.044,-,68,0.9932,3.17,0.39,9.4,6,6,6,7,6
7.2,0.39,0.62,11.00,0.047,66,178,0.9976,3.16,0.5,8.7,4,3,5,4,7
6.3,0.21,0.58,10.00,0.081,34,126,0.9962,2.95,0.46,8.9,3,6,5,5,5
7,0.14,0.32,10.58,0.039,54,-,0.9956,3.22,0.43,9.4,6,6,5,7,6
6.8,0.32,0.21,4.29,0.044,15,-,0.9932,3.17,0.39,9.4,6,6,5,6,6
7.2,0.39,0.62,11.00,0.047,66,178,0.9976,3.16,0.5,8.7,4,5,4,5,6
7.2,0.29,0.53,18.98,0.047,59,182,0.9992,3.09,0.52,9.6,5,6,5,5,3
8.6,0.37,0.7,15.18,0.039,21,158,0.9983,3,0.73,9.3,7,5,5,6,6
6.5,0.38,0.34,4.84,0.036,34,200,0.9937,3.14,0.76,10,5,5,2,3,4
6.6,0.24,0.29,5.05,0.023,19,-,0.99,3.25,0.45,12.5,7,6,6,5,7
7,0.17,0.31,7.78,0.034,34,132,0.9944,3.36,0.48,9.6,7,9,8,8,7
5.5,0.16,0.22,5.94,0.03,30,-,0.9938,3.24,0.36,9.4,6,5,6,5,6
7,0.24,0.51,12.30,0.029,55,227,0.9965,3.03,0.61,9.5,5,3,3,5,5
7.4,0.28,0.36,3.18,0.028,-,-,0.9893,2.99,0.39,12.4,6,6,7,9,8
7,0.22,0.28,3.53,0.037,29,115,0.9927,3.11,0.55,10.5,6,7,5,7,7
7.1,0.55,0.13,4.50,0.073,21,165,0.994,2.97,0.58,9.2,7,8,7,5,6
6.3,0.22,0.33,3.31,0.041,-,164,0.9928,3.32,0.56,10.4,6,5,8,6,6
6.7,0.47,0.34,8.90,0.043,31,172,0.9964,3.22,0.6,9.2,2,3,3,3,5
5.9,0.36,0.41,2.02,0.047,-,-,0.9917,3.33,0.51,10.6,5,6,8,4,7
5.8,0.25,0.24,13.30,0.044,-,137,0.9972,3.34,0.42,9.5,2,5,3,3,6
6.7,0.47,0.34,10.55,0.043,31,172,0.9964,3.22,0.6,9.2,6,3,4,5,3
6.2,0.37,0.3,7.34,0.346,79,-,0.9954,3.29,0.58,9.6,5,4,4,6,4
6.2,0.18,0.38,3.52,0.028,36,117,0.993,3.47,0.54,9.7,6,4,4,7,7
6,0.16,0.37,3.43,0.025,43,-,0.9928,3.46,0.51,9.7,6,7,8,6,6
6.6,0.34,0.28,5.93,0.035,32,90,0.9916,3.1,0.42,10.7,9,8,7,7,6
7.4,0.29,0.29,2.08,0.045,53,180,0.9936,3.34,0.68,10.5,5,4,4,6,6
7.4,0.26,0.31,8.90,0.047,52,177,0.9962,3.13,0.45,8.9,5,5,6,6,5
7,0.28,0.36,1.72,0.035,8,70,0.9899,3.09,0.46,12.1,5,6,8,6,8
7.1,0.23,0.39,5.35,0.032,12,65,0.9898,3.25,0.4,12.7,8,8,8,8,6
7.8,0.19,0.26,10.78,0.039,42,-,0.996,3.18,0.46,9.9,6,7,6,6,5
6.3,0.19,0.28,3.59,0.022,28,158,0.9907,3.2,0.64,11.4,6,5,7,8,5
6.8,0.2,0.38,7.15,0.04,27,103,0.994,3.37,0.58,10.7,7,7,6,8,7
5.7,0.44,0.13,8.63,0.025,28,-,0.9913,3.33,0.48,12.5,6,5,6,5,7
7.2,0.4,0.62,10.80,0.041,70,189,0.9976,3.08,0.49,8.6,3,1,2,2,1
6.8,0.23,0.32,6.31,0.026,-,147,0.9904,3.29,0.54,12.5,9,6,4,6,6
5.7,0.335,0.34,3.19,0.04,13,174,0.992,3.27,0.66,10,6,4,4,3,4
7.2,0.4,0.62,10.80,0.041,70,189,0.9976,3.08,0.49,8.6,2,3,1,1,3
7.2,0.28,0.54,17.41,0.045,54,200,0.999,3.08,0.49,9.5,5,6,6,4,6
6.8,0.19,0.58,14.97,0.038,51,164,0.9975,3.12,0.48,9.6,5,5,7,4,7
6.4,0.3,0.3,2.59,0.038,8,-,0.9937,3.2,0.62,9.9,5,6,5,5,6
6.5,0.3,0.29,3.15,0.037,8,210,0.9937,3.19,0.62,9.9,5,4,5,4,3
7.8,0.18,0.31,12.20,0.053,46,140,0.998,3.06,0.53,8.9,3,6,8,5,6
7.8,0.18,0.31,14.40,0.053,46,140,0.998,3.06,0.53,8.9,6,5,5,6,7
7.3,0.51,0.26,3.30,0.09,7,135,0.9944,3.01,0.52,8.8,2,4,4,5,3
6,0.24,0.27,4.86,0.048,40,170,0.9938,3.64,0.54,10,7,9,8,9,9
5.9,0.62,0.28,6.28,0.039,55,152,0.9907,3.44,0.44,12,7,6,6,7,6
6,0.24,0.27,6.56,0.048,40,-,0.9938,3.64,0.54,10,9,9,8,8,7
6.7,0.27,0.12,1.42,0.041,62,138,0.9921,3.21,0.42,10,4,6,8,6,6
7.8,0.34,0.35,4.55,0.042,8,167,0.9908,3.11,0.41,12.1,7,7,5,7,6
7.3,0.26,0.36,7.18,0.04,-,141,0.9931,3.16,0.59,11,6,6,5,6,5
7.4,0.36,0.33,1.65,0.025,27,55,0.9915,3.21,0.33,11.2,4,5,4,5,7
7.8,0.28,0.32,13.25,0.036,34,-,0.9952,3.17,0.39,10.3,9,7,8,9,8
6.1,0.31,0.26,3.50,0.051,28,167,0.9926,3.37,0.47,10.4,6,7,6,6,7
6.8,0.18,0.37,1.87,0.055,-,154,0.9934,3.08,0.45,9.1,4,4,2,3,4
7.4,0.15,0.42,3.54,0.045,49,154,0.992,3,0.6,10.4,6,7,6,6,6
5.9,0.13,0.28,2.43,0.05,20,78,0.9918,3.43,0.64,10.8,5,7,7,6,7
7.2,0.34,0.34,12.60,0.048,7,41,0.9942,3.19,0.4,11.7,3,5,4,3,3
7.9,0.19,0.26,3.96,0.039,-,-,0.9942,3.05,0.74,9.8,6,4,5,5,5
7.9,0.19,0.26,2.10,0.039,8,143,0.9942,3.05,0.74,9.8,4,6,4,5,5
6.9,0.25,0.4,2.29,0.038,22,101,0.9901,3.03,0.39,11.4,5,6,5,5,6
5.8,0.36,0.32,3.13,0.033,22,-,0.9898,3.03,0.38,11.2,6,6,6,7,6
5.6,0.35,0.37,1.06,0.038,-,72,0.9902,3.37,0.34,11.4,4,4,5,2,4
5.9,0.32,0.39,5.16,0.114,24,140,0.9934,3.09,0.45,9.2,6,5,5,5,6
7.2,0.31,0.46,5.00,0.04,3,29,0.9906,3.04,0.53,12.5,1,3,5,2,3
6.1,0.28,0.22,2.44,0.034,-,116,0.9898,3.36,0.44,12.6,5,8,5,7,6
5.2,0.36,0.02,4.92,0.031,-,104,0.9896,3.44,0.35,12.2,8,6,7,8,6
5.6,0.19,0.47,8.04,0.03,-,112,0.9922,3.56,0.45,11.2,8,6,8,6,6
6.4,0.1,0.35,7.73,0.048,31,103,0.9947,3.43,0.79,9.7,7,4,8,6,6
6.4,0.18,0.48,5.83,0.186,64,150,0.9945,3.06,0.4,9.3,6,2,4,4,4
7.4,0.25,0.36,15.77,0.067,53,178,0.9976,3.01,0.48,9,7,7,6,6,6
7.4,0.25,0.36,14.08,0.067,53,178,0.9976,3.01,0.48,9,5,5,4,5,7
7.4,0.25,0.36,14.67,0.067,53,178,0.9976,3.01,0.48,9,6,5,6,5,6
7.9,0.345,0.51,16.51,0.047,-,171,0.9987,3.09,0.51,9.1,5,4,3,4,3
7.9,0.345,0.51,15.30,0.047,54,171,0.9987,3.09,0.51,9.1,3,4,3,6,5
7.4,0.25,0.36,15.15,0.067,53,178,0.9976,3.01,0.48,9,6,7,7,9,5
6.1,0.24,0.3,1.50,0.045,22,61,0.992,3.31,0.54,10.4,2,2,6,5,3
6.8,0.25,0.24,7.27,0.053,-,-,0.9955,3.37,0.67,9.5,7,5,6,6,7
6.7,0.31,0.31,9.90,0.04,-,175,0.9953,3.46,0.55,11.4,3,1,3,2,1
7.2,0.46,0.65,11.59,0.05,76,-,0.9976,3.16,0.42,8.7,5,6,1,4,4
5.5,0.35,0.35,4.30,0.045,14,167,0.992,3.34,0.68,9.9,7,5,5,7,7
6.7,0.24,0.41,9.68,0.036,-,-,0.9952,3.22,0.62,9.9,5,5,6,7,7
6.8,0.28,0.17,15.86,0.047,49,162,0.9983,3.21,0.51,9,6,5,5,7,6
6.4,0.16,0.22,3.43,0.04,41,149,0.9933,3.49,0.58,10,6,6,7,7,8
6.3,0.26,0.24,8.29,0.039,38,172,0.9958,3.49,0.64,9.7,5,6,5,8,7
7.7,0.22,0.42,4.10,0.052,10,87,0.9922,3.3,0.49,11.8,6,7,5,7,5
6.5,0.18,0.31,5.11,0.044,30,127,0.9928,3.49,0.5,10.2,8,8,7,7,7
7.2,0.46,0.65,11.68,0.05,-,-,0.9976,3.16,0.42,8.7,5,2,4,5,5
